0_1 | 1
10_53 | 2*v^8*z^4 + 3*v^6*z^4 + v^4*z^4 + -3*v^10*z^2 + 2*v^8*z^2 + 6*v^6*z^2 + v^4*z^2 + v^12 + -3*v^10 + 3*v^6
10_54, 12n_154, 13n_2640 | z^6 + v^-2*z^6 + -1*v^2*z^4 + 4*z^4 + 4*v^-2*z^4 + -1*v^-4*z^4 + -3*v^2*z^2 + 5*z^2 + 5*v^-2*z^2 + -3*v^-4*z^2 + -2*v^2 + 3 + 2*v^-2 + -2*v^-4
10_55 | 2*v^8*z^4 + 2*v^6*z^4 + v^4*z^4 + -3*v^10*z^2 + 3*v^8*z^2 + 3*v^6*z^2 + 2*v^4*z^2 + v^12 + -3*v^10 + v^8 + v^6 + v^4
10_57, 12n_678 | v^-2*z^6 + v^-4*z^6 + -1*z^4 + 3*v^-2*z^4 + 3*v^-4*z^4 + -1*v^-6*z^4 + -2*z^2 + 4*v^-2*z^2 + 4*v^-4*z^2 + -2*v^-6*z^2 + -1 + 2*v^-2 + 2*v^-4 + -2*v^-6
10_58 | 2*v^2*z^4 + z^4 + -3*v^4*z^2 + 3*v^2*z^2 + -2*z^2 + -2*v^-2*z^2 + v^6 + -2*v^4 + 3*v^2 + -2 + v^-4
10_59 | v^2*z^6 + -2*v^4*z^4 + 3*v^2*z^4 + -2*z^4 + v^6*z^2 + -4*v^4*z^2 + 5*v^2*z^2 + -4*z^2 + v^-2*z^2 + v^6 + -3*v^4 + 4*v^2 + -2 + v^-2
10_60 | -1*z^6 + v^2*z^4 + -3*z^4 + 3*v^-2*z^4 + v^2*z^2 + -5*z^2 + 6*v^-2*z^2 + -3*v^-4*z^2 + v^2 + -2 + 4*v^-2 + -3*v^-4 + v^-6
10_61 | -1*v^4*z^6 + -1*v^2*z^6 + v^6*z^4 + -4*v^4*z^4 + -5*v^2*z^4 + z^4 + 3*v^6*z^2 + -3*v^4*z^2 + -8*v^2*z^2 + 4*z^2 + v^6 + v^4 + -5*v^2 + 4
10_62 | v^-4*z^8 + -1*v^-2*z^6 + 7*v^-4*z^6 + -1*v^-6*z^6 + -5*v^-2*z^4 + 18*v^-4*z^4 + -5*v^-6*z^4 + -7*v^-2*z^2 + 20*v^-4*z^2 + -8*v^-6*z^2 + -2*v^-2 + 7*v^-4 + -4*v^-6
10_63 | 2*v^8*z^4 + 2*v^6*z^4 + v^4*z^4 + -3*v^10*z^2 + 4*v^8*z^2 + 3*v^6*z^2 + 2*v^4*z^2 + v^12 + -4*v^10 + 3*v^8 + v^4
10_64 | -1*v^2*z^8 + v^4*z^6 + -7*v^2*z^6 + z^6 + 5*v^4*z^4 + -18*v^2*z^4 + 5*z^4 + 8*v^4*z^2 + -19*v^2*z^2 + 8*z^2 + 3*v^4 + -6*v^2 + 4
10_65 | v^-2*z^6 + v^-4*z^6 + -1*z^4 + 3*v^-2*z^4 + 4*v^-4*z^4 + -1*v^-6*z^4 + -2*z^2 + 2*v^-2*z^2 + 7*v^-4*z^2 + -3*v^-6*z^2 + -1*v^-2 + 5*v^-4 + -3*v^-6
10_66 | 2*v^8*z^6 + v^6*z^6 + -3*v^10*z^4 + 8*v^8*z^4 + 4*v^6*z^4 + v^12*z^2 + -8*v^10*z^2 + 9*v^8*z^2 + 5*v^6*z^2 + v^12 + -4*v^10 + 2*v^8 + 2*v^6
10_67 | -1*v^6*z^4 + -2*v^4*z^4 + -1*v^2*z^4 + v^8*z^2 + -2*v^4*z^2 + z^2 + 1
10_68, 13n_3321 | z^4 + 2*v^-2*z^4 + v^-4*z^4 + -1*v^2*z^2 + 3*v^-2*z^2 + v^-4*z^2 + -1*v^-6*z^2 + v^-2 + v^-4 + -1*v^-6
10_69 | v^-2*z^6 + -1*z^4 + 3*v^-2*z^4 + -3*v^-4*z^4 + -1*z^2 + 5*v^-2*z^2 + -5*v^-4*z^2 + 3*v^-6*z^2 + 2*v^-2 + -2*v^-4 + 2*v^-6 + -1*v^-8
10_70 | v^-2*z^6 + -2*z^4 + 3*v^-2*z^4 + -2*v^-4*z^4 + v^2*z^2 + -5*z^2 + 4*v^-2*z^2 + -4*v^-4*z^2 + v^-6*z^2 + 2*v^2 + -3 + 3*v^-2 + -2*v^-4 + v^-6
10_71 | -1*z^6 + 2*v^2*z^4 + -3*z^4 + 2*v^-2*z^4 + -1*v^4*z^2 + 4*v^2*z^2 + -5*z^2 + 4*v^-2*z^2 + -1*v^-4*z^2 + -1*v^4 + 3*v^2 + -3 + 3*v^-2 + -1*v^-4
10_72, 12n_94 | -1*v^6*z^6 + -1*v^4*z^6 + v^8*z^4 + -2*v^6*z^4 + -3*v^4*z^4 + v^2*z^4 + v^8*z^2 + v^6*z^2 + -3*v^4*z^2 + 3*v^2*z^2 + -1*v^8 + 2*v^6 + -2*v^4 + 2*v^2
10_73 | v^-2*z^6 + -1*z^4 + 3*v^-2*z^4 + -3*v^-4*z^4 + -1*z^2 + 5*v^-2*z^2 + -6*v^-4*z^2 + 3*v^-6*z^2 + 3*v^-2 + -4*v^-4 + 3*v^-6 + -1*v^-8
10_74 | -1*v^6*z^4 + -2*v^4*z^4 + -1*v^2*z^4 + v^8*z^2 + -1*v^6*z^2 + -2*v^4*z^2 + v^2*z^2 + z^2 + v^8 + -2*v^6 + 2*v^2
10_75 | -1*z^6 + v^2*z^4 + -3*z^4 + 3*v^-2*z^4 + v^2*z^2 + -4*z^2 + 6*v^-2*z^2 + -3*v^-4*z^2 + 3*v^-2 + -3*v^-4 + v^-6
10_76 | -1*v^6*z^6 + -1*v^4*z^6 + v^8*z^4 + -3*v^6*z^4 + -4*v^4*z^4 + v^2*z^4 + 2*v^8*z^2 + -2*v^6*z^2 + -6*v^4*z^2 + 4*v^2*z^2 + v^8 + -4*v^4 + 4*v^2
10_77 | v^-2*z^6 + v^-4*z^6 + -1*z^4 + 4*v^-2*z^4 + 3*v^-4*z^4 + -1*v^-6*z^4 + -3*z^2 + 7*v^-2*z^2 + 2*v^-4*z^2 + -2*v^-6*z^2 + -2 + 5*v^-2 + -1*v^-4 + -1*v^-6
10_78 | -1*v^4*z^6 + 3*v^6*z^4 + -3*v^4*z^4 + v^2*z^4 + -3*v^8*z^2 + 7*v^6*z^2 + -3*v^4*z^2 + 2*v^2*z^2 + v^10 + -4*v^8 + 4*v^6 + -1*v^4 + v^2
10_79 | z^8 + -1*v^2*z^6 + 7*z^6 + -1*v^-2*z^6 + -5*v^2*z^4 + 19*z^4 + -5*v^-2*z^4 + -9*v^2*z^2 + 23*z^2 + -9*v^-2*z^2 + -5*v^2 + 11 + -5*v^-2
10_80 | 2*v^8*z^6 + v^6*z^6 + -3*v^10*z^4 + 8*v^8*z^4 + 4*v^6*z^4 + v^12*z^2 + -9*v^10*z^2 + 9*v^8*z^2 + 5*v^6*z^2 + 2*v^12 + -6*v^10 + 3*v^8 + 2*v^6
10_81 | -1*z^6 + 2*v^2*z^4 + -2*z^4 + 2*v^-2*z^4 + -1*v^4*z^2 + 3*v^2*z^2 + -1*z^2 + 3*v^-2*z^2 + -1*v^-4*z^2 + -1*v^4 + v^2 + 1 + v^-2 + -1*v^-4
10_82 | -1*v^2*z^8 + v^4*z^6 + -6*v^2*z^6 + z^6 + 4*v^4*z^4 + -12*v^2*z^4 + 4*z^4 + 4*v^4*z^2 + -8*v^2*z^2 + 4*z^2 + 1
10_83, 12n_541 | v^-2*z^6 + v^-4*z^6 + -1*z^4 + 2*v^-2*z^4 + 3*v^-4*z^4 + -1*v^-6*z^4 + -1*z^2 + 4*v^-4*z^2 + -2*v^-6*z^2 + 1 + -1*v^-2 + 2*v^-4 + -1*v^-6
10_84, 12n_330 | v^4*z^6 + v^2*z^6 + -1*v^6*z^4 + 2*v^4*z^4 + 3*v^2*z^4 + -1*z^4 + -1*v^6*z^2 + 5*v^2*z^2 + -2*z^2 + -2*v^4 + 4*v^2 + -1
10_85 | v^-4*z^8 + -1*v^-2*z^6 + 6*v^-4*z^6 + -1*v^-6*z^6 + -4*v^-2*z^4 + 12*v^-4*z^4 + -4*v^-6*z^4 + -3*v^-2*z^2 + 9*v^-4*z^2 + -4*v^-6*z^2 + v^-2 + v^-4 + -1*v^-6
10_86, 12n_317, 12n_511, 12n_588 | -1*v^2*z^6 + -1*z^6 + v^4*z^4 + -3*v^2*z^4 + -2*z^4 + v^-2*z^4 + 2*v^4*z^2 + -4*v^2*z^2 + v^-2*z^2 + v^4 + -2*v^2 + 2
10_87 | -1*v^2*z^6 + -1*z^6 + v^4*z^4 + -2*v^2*z^4 + -3*z^4 + v^-2*z^4 + v^4*z^2 + v^2*z^2 + -4*z^2 + 2*v^-2*z^2 + -1*v^4 + 3*v^2 + -2 + v^-2
10_88, 12n_586 | -1*z^6 + 2*v^2*z^4 + -2*z^4 + 2*v^-2*z^4 + -1*v^4*z^2 + 2*v^2*z^2 + -3*z^2 + 2*v^-2*z^2 + -1*v^-4*z^2 + v^2 + -1 + v^-2
10_89 | v^-2*z^6 + -1*z^4 + 2*v^-2*z^4 + -3*v^-4*z^4 + 2*v^-2*z^2 + -4*v^-4*z^2 + 3*v^-6*z^2 + 1 + -1*v^-4 + 2*v^-6 + -1*v^-8
10_90, 13n_1555 | -1*v^2*z^6 + -1*z^6 + v^4*z^4 + -3*v^2*z^4 + -3*z^4 + v^-2*z^4 + 2*v^4*z^2 + -3*v^2*z^2 + -4*z^2 + 2*v^-2*z^2 + v^4 + -2 + 2*v^-2
10_91 | z^8 + -1*v^2*z^6 + 6*z^6 + -1*v^-2*z^6 + -4*v^2*z^4 + 13*z^4 + -4*v^-2*z^4 + -5*v^2*z^2 + 12*z^2 + -5*v^-2*z^2 + -2*v^2 + 5 + -2*v^-2
10_92, 12n_515 | -1*v^6*z^6 + -1*v^4*z^6 + v^8*z^4 + -2*v^6*z^4 + -2*v^4*z^4 + v^2*z^4 + v^8*z^2 + -1*v^6*z^2 + 2*v^2*z^2 + -1*v^6 + v^4 + v^2
10_93, 12n_277 | z^6 + v^-2*z^6 + -1*v^2*z^4 + 3*z^4 + 3*v^-2*z^4 + -1*v^-4*z^4 + -2*v^2*z^2 + 2*z^2 + 3*v^-2*z^2 + -2*v^-4*z^2 + 2*v^-2 + -1*v^-4
10_94, 12n_787 | -1*v^2*z^8 + v^4*z^6 + -6*v^2*z^6 + z^6 + 4*v^4*z^4 + -13*v^2*z^4 + 4*z^4 + 5*v^4*z^2 + -12*v^2*z^2 + 5*z^2 + 2*v^4 + -4*v^2 + 3
10_95, 12n_595 | v^-2*z^6 + v^-4*z^6 + -1*z^4 + 2*v^-2*z^4 + 3*v^-4*z^4 + -1*v^-6*z^4 + -1*z^2 + v^-2*z^2 + 5*v^-4*z^2 + -2*v^-6*z^2 + 3*v^-4 + -2*v^-6
10_96 | -1*z^6 + v^2*z^4 + -3*z^4 + 3*v^-2*z^4 + v^2*z^2 + -6*z^2 + 5*v^-2*z^2 + -3*v^-4*z^2 + 2*v^2 + -3 + 3*v^-2 + -2*v^-4 + v^-6
10_97 | -1*v^6*z^4 + -3*v^4*z^4 + -1*v^2*z^4 + v^8*z^2 + 2*v^6*z^2 + -4*v^4*z^2 + 2*v^2*z^2 + z^2 + -1*v^8 + 2*v^6 + -2*v^4 + 2*v^2
10_98 | -1*v^6*z^6 + -1*v^4*z^6 + v^8*z^4 + -3*v^6*z^4 + -2*v^4*z^4 + v^2*z^4 + 2*v^8*z^2 + -5*v^6*z^2 + v^4*z^2 + 2*v^2*z^2 + 2*v^8 + -5*v^6 + 3*v^4 + v^2
10_99 | z^8 + -1*v^2*z^6 + 6*z^6 + -1*v^-2*z^6 + -4*v^2*z^4 + 14*z^4 + -4*v^-2*z^4 + -6*v^2*z^2 + 16*z^2 + -6*v^-2*z^2 + -4*v^2 + 9 + -4*v^-2
10_100, 12n_188 | v^-4*z^8 + -1*v^-2*z^6 + 6*v^-4*z^6 + -1*v^-6*z^6 + -4*v^-2*z^4 + 13*v^-4*z^4 + -4*v^-6*z^4 + -4*v^-2*z^2 + 13*v^-4*z^2 + -5*v^-6*z^2 + -1*v^-2 + 5*v^-4 + -3*v^-6
10_101 | 3*v^8*z^4 + 3*v^6*z^4 + v^4*z^4 + -4*v^10*z^2 + 5*v^8*z^2 + 5*v^6*z^2 + v^4*z^2 + v^12 + -4*v^10 + 2*v^8 + 2*v^6
10_102, 12n_447, 13n_1472 | -1*v^2*z^6 + -1*z^6 + v^4*z^4 + -3*v^2*z^4 + -3*z^4 + v^-2*z^4 + 2*v^4*z^2 + -3*v^2*z^2 + -3*z^2 + 2*v^-2*z^2 + v^4 + -1*v^2 + v^-2
10_104 | z^8 + -1*v^2*z^6 + 6*z^6 + -1*v^-2*z^6 + -4*v^2*z^4 + 13*z^4 + -4*v^-2*z^4 + -5*v^2*z^2 + 11*z^2 + -5*v^-2*z^2 + -1*v^2 + 3 + -1*v^-2
10_105, 12n_17, 12n_584 | v^2*z^6 + -2*v^4*z^4 + 2*v^2*z^4 + -2*z^4 + v^6*z^2 + -2*v^4*z^2 + 2*v^2*z^2 + -3*z^2 + v^-2*z^2 + v^2 + -1 + v^-2
10_106, 12n_369 | -1*v^2*z^8 + v^4*z^6 + -6*v^2*z^6 + z^6 + 4*v^4*z^4 + -13*v^2*z^4 + 4*z^4 + 5*v^4*z^2 + -11*v^2*z^2 + 5*z^2 + v^4 + -2*v^2 + 2
10_107 | -1*z^6 + 2*v^2*z^4 + -2*z^4 + 2*v^-2*z^4 + -1*v^4*z^2 + 2*v^2*z^2 + -2*z^2 + 3*v^-2*z^2 + -1*v^-4*z^2 + 2*v^-2 + -1*v^-4
10_108, 13n_2774, 13n_3343 | v^2*z^6 + z^6 + -1*v^4*z^4 + 3*v^2*z^4 + 3*z^4 + -1*v^-2*z^4 + -2*v^4*z^2 + 2*v^2*z^2 + 2*z^2 + -2*v^-2*z^2 + 1
10_109, 12n_695 | z^8 + -1*v^2*z^6 + 6*z^6 + -1*v^-2*z^6 + -4*v^2*z^4 + 14*z^4 + -4*v^-2*z^4 + -6*v^2*z^2 + 15*z^2 + -6*v^-2*z^2 + -3*v^2 + 7 + -3*v^-2
10_110 | v^2*z^6 + -2*v^4*z^4 + 2*v^2*z^4 + -2*z^4 + v^6*z^2 + -3*v^4*z^2 + v^2*z^2 + -3*z^2 + v^-2*z^2 + v^6 + -1*v^4 + v^-2
10_111, 12n_112 | -1*v^6*z^6 + -1*v^4*z^6 + v^8*z^4 + -3*v^6*z^4 + -2*v^4*z^4 + v^2*z^4 + 2*v^8*z^2 + -4*v^6*z^2 + v^4*z^2 + 2*v^2*z^2 + v^8 + -3*v^6 + 2*v^4 + v^2
10_112 | -1*v^-2*z^8 + z^6 + -5*v^-2*z^6 + v^-4*z^6 + 3*z^4 + -7*v^-2*z^4 + 3*v^-4*z^4 + z^2 + v^-4*z^2 + -1 + 4*v^-2 + -2*v^-4
10_113 | v^4*z^6 + v^2*z^6 + -1*v^6*z^4 + v^4*z^4 + 2*v^2*z^4 + -1*z^4 + -2*v^4*z^2 + 3*v^2*z^2 + -1*z^2 + v^6 + -3*v^4 + 3*v^2
10_114 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -2*z^4 + -2*v^-2*z^4 + v^-4*z^4 + v^2*z^2 + -1*z^2 + v^-4*z^2 + 2*v^-2 + -1*v^-4
10_115 | -1*z^6 + 2*v^2*z^4 + -1*z^4 + 2*v^-2*z^4 + -1*v^4*z^2 + v^2*z^2 + z^2 + v^-2*z^2 + -1*v^-4*z^2 + -1*v^2 + 3 + -1*v^-2
10_116, 12n_424 | -1*v^-2*z^8 + z^6 + -5*v^-2*z^6 + v^-4*z^6 + 3*z^4 + -8*v^-2*z^4 + 3*v^-4*z^4 + 2*z^2 + -4*v^-2*z^2 + 2*v^-4*z^2 + 1
10_117, 12n_415 | v^-2*z^6 + v^-4*z^6 + -1*z^4 + 2*v^-2*z^4 + 2*v^-4*z^4 + -1*v^-6*z^4 + -1*z^2 + 2*v^-2*z^2 + 2*v^-4*z^2 + -1*v^-6*z^2 + v^-2 + v^-4 + -1*v^-6
10_118 | z^8 + -1*v^2*z^6 + 5*z^6 + -1*v^-2*z^6 + -3*v^2*z^4 + 8*z^4 + -3*v^-2*z^4 + -2*v^2*z^2 + 4*z^2 + -2*v^-2*z^2 + 1
10_119 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -2*z^4 + -2*v^-2*z^4 + v^-4*z^4 + v^2*z^2 + -2*z^2 + -1*v^-2*z^2 + v^-4*z^2 + v^2 + -1 + v^-2
10_120 | 3*v^8*z^4 + 4*v^6*z^4 + v^4*z^4 + -4*v^10*z^2 + 3*v^8*z^2 + 7*v^6*z^2 + v^12 + -3*v^10 + 3*v^6
10_121 | v^4*z^6 + v^2*z^6 + -1*v^6*z^4 + 2*v^4*z^4 + v^2*z^4 + -1*z^4 + -1*v^6*z^2 + 3*v^4*z^2 + -1*v^2*z^2 + -1*v^6 + 2*v^4 + -1*v^2 + 1
10_122 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -2*z^4 + -1*v^-2*z^4 + v^-4*z^4 + v^2*z^2 + -2*z^2 + 3*v^-2*z^2 + -1 + 4*v^-2 + -2*v^-4
10_123 | z^8 + -1*v^2*z^6 + 4*z^6 + -1*v^-2*z^6 + -2*v^2*z^4 + 3*z^4 + -2*v^-2*z^4 + v^2*z^2 + -4*z^2 + v^-2*z^2 + 2*v^2 + -3 + 2*v^-2
10_124 | v^8*z^8 + -1*v^10*z^6 + 8*v^8*z^6 + -7*v^10*z^4 + 21*v^8*z^4 + v^12*z^2 + -14*v^10*z^2 + 21*v^8*z^2 + 2*v^12 + -8*v^10 + 7*v^8
10_125 | z^6 + -1*v^2*z^4 + 6*z^4 + -1*v^-2*z^4 + -4*v^2*z^2 + 11*z^2 + -4*v^-2*z^2 + -3*v^2 + 7 + -3*v^-2
10_126 | v^-4*z^6 + -1*v^-2*z^4 + 6*v^-4*z^4 + -1*v^-6*z^4 + -3*v^-2*z^2 + 12*v^-4*z^2 + -4*v^-6*z^2 + -2*v^-2 + 7*v^-4 + -4*v^-6
10_127 | -1*v^6*z^6 + v^8*z^4 + -5*v^6*z^4 + 2*v^4*z^4 + 3*v^8*z^2 + -9*v^6*z^2 + 7*v^4*z^2 + 2*v^8 + -6*v^6 + 5*v^4
10_128 | v^8*z^6 + v^6*z^6 + -1*v^10*z^4 + 5*v^8*z^4 + 5*v^6*z^4 + -5*v^10*z^2 + 6*v^8*z^2 + 6*v^6*z^2 + v^12 + -4*v^10 + 2*v^8 + 2*v^6
10_130 | v^-2*z^4 + v^-4*z^4 + -1*z^2 + 3*v^-2*z^2 + 3*v^-4*z^2 + -1*v^-6*z^2 + -1 + 2*v^-2 + 2*v^-4 + -2*v^-6
10_131 | -1*v^6*z^4 + -1*v^4*z^4 + v^8*z^2 + -2*v^6*z^2 + -1*v^4*z^2 + 2*v^2*z^2 + v^8 + -2*v^6 + 2*v^2
10_133 | -1*v^6*z^4 + v^8*z^2 + -3*v^6*z^2 + 2*v^4*z^2 + v^2*z^2 + v^8 + -3*v^6 + 2*v^4 + v^2
10_134 | v^8*z^6 + v^6*z^6 + -1*v^10*z^4 + 4*v^8*z^4 + 5*v^6*z^4 + -4*v^10*z^2 + 3*v^8*z^2 + 7*v^6*z^2 + v^12 + -3*v^10 + 3*v^6
10_135 | v^2*z^4 + 2*z^4 + -1*v^4*z^2 + v^2*z^2 + 5*z^2 + -2*v^-2*z^2 + -1*v^4 + 4 + -2*v^-2
10_136 | -1*z^4 + v^2*z^2 + -3*z^2 + 2*v^-2*z^2 + v^2 + -2 + 3*v^-2 + -1*v^-4
10_137 | v^2*z^4 + -2*v^4*z^2 + 2*v^2*z^2 + -2*z^2 + v^6 + -2*v^4 + 2*v^2 + -1 + v^-2
10_138 | v^2*z^6 + -1*v^4*z^4 + 4*v^2*z^4 + -2*z^4 + -3*v^4*z^2 + 5*v^2*z^2 + -6*z^2 + v^-2*z^2 + v^6 + -2*v^4 + 3*v^2 + -3 + 2*v^-2
10_139 | v^8*z^8 + -1*v^10*z^6 + 8*v^8*z^6 + -7*v^10*z^4 + 21*v^8*z^4 + v^12*z^2 + -13*v^10*z^2 + 21*v^8*z^2 + v^12 + -6*v^10 + 6*v^8
10_140 | v^4*z^4 + -1*v^6*z^2 + 4*v^4*z^2 + -1*v^2*z^2 + -2*v^6 + 4*v^4 + -2*v^2 + 1
10_141, 12n_438 | -1*v^2*z^6 + v^4*z^4 + -5*v^2*z^4 + z^4 + 3*v^4*z^2 + -7*v^2*z^2 + 3*z^2 + v^4 + -2*v^2 + 2
10_142 | v^8*z^6 + v^6*z^6 + -1*v^10*z^4 + 5*v^8*z^4 + 5*v^6*z^4 + -5*v^10*z^2 + 7*v^8*z^2 + 6*v^6*z^2 + v^12 + -5*v^10 + 4*v^8 + v^6
10_143 | v^-4*z^6 + -1*v^-2*z^4 + 5*v^-4*z^4 + -1*v^-6*z^4 + -2*v^-2*z^2 + 8*v^-4*z^2 + -3*v^-6*z^2 + 3*v^-4 + -2*v^-6
10_144 | -1*v^4*z^4 + -2*v^2*z^4 + v^6*z^2 + -5*v^2*z^2 + 2*z^2 + 2*v^4 + -4*v^2 + 3
10_145 | v^-4*z^4 + 4*v^-4*z^2 + v^-8*z^2 + 2*v^-4 + -1*v^-6 + v^-8 + -1*v^-10
10_146 | z^4 + v^-2*z^4 + -1*v^2*z^2 + z^2 + v^-2*z^2 + -1*v^-4*z^2 + 1
10_147 | -1*v^2*z^4 + -1*z^4 + v^4*z^2 + -1*v^2*z^2 + -2*z^2 + v^-2*z^2 + v^2 + -1 + v^-2
10_148 | v^-4*z^6 + -1*v^-2*z^4 + 5*v^-4*z^4 + -1*v^-6*z^4 + -2*v^-2*z^2 + 9*v^-4*z^2 + -3*v^-6*z^2 + -1*v^-2 + 5*v^-4 + -3*v^-6
10_149 | -1*v^6*z^6 + v^8*z^4 + -4*v^6*z^4 + 2*v^4*z^4 + 2*v^8*z^2 + -6*v^6*z^2 + 6*v^4*z^2 + v^8 + -4*v^6 + 4*v^4
10_150, 13n_99, 13n_1840 | -1*v^4*z^6 + v^6*z^4 + -4*v^4*z^4 + v^2*z^4 + 2*v^6*z^2 + -4*v^4*z^2 + 3*v^2*z^2 + -1*v^4 + 2*v^2
10_151 | v^-2*z^6 + -1*z^4 + 4*v^-2*z^4 + -1*v^-4*z^4 + -2*z^2 + 6*v^-2*z^2 + -1*v^-4*z^2 + -1 + 3*v^-2 + -1*v^-6
10_152 | v^8*z^8 + -1*v^10*z^6 + 8*v^8*z^6 + -8*v^10*z^4 + 21*v^8*z^4 + 2*v^12*z^2 + -17*v^10*z^2 + 22*v^8*z^2 + 3*v^12 + -10*v^10 + 8*v^8
10_153 | z^6 + -1*v^2*z^4 + 6*z^4 + -4*v^2*z^2 + 10*z^2 + -1*v^-2*z^2 + -1*v^-4*z^2 + -3*v^2 + 6 + -1*v^-2 + -1*v^-4
10_154 | v^6*z^6 + 6*v^6*z^4 + -2*v^10*z^2 + -2*v^8*z^2 + 9*v^6*z^2 + v^12 + -2*v^10 + -2*v^8 + 4*v^6
10_155, 11n_37 | -1*v^-2*z^6 + z^4 + -5*v^-2*z^4 + v^-4*z^4 + 3*z^2 + -8*v^-2*z^2 + 3*v^-4*z^2 + 3 + -4*v^-2 + 2*v^-4
10_157 | -1*v^-6*z^6 + 2*v^-4*z^4 + -3*v^-6*z^4 + v^-8*z^4 + 5*v^-4*z^2 + -2*v^-6*z^2 + v^-8*z^2 + 2*v^-4 + -1*v^-8
10_158 | -1*z^6 + v^2*z^4 + -4*z^4 + v^-2*z^4 + v^2*z^2 + -6*z^2 + 2*v^-2*z^2 + v^4 + -2 + 2*v^-2
10_159 | v^4*z^6 + -1*v^6*z^4 + 4*v^4*z^4 + -1*v^2*z^4 + -2*v^6*z^2 + 5*v^4*z^2 + -1*v^2*z^2 + -1*v^6 + v^4 + v^2
10_160 | -1*v^4*z^6 + v^6*z^4 + -4*v^4*z^4 + v^2*z^4 + 3*v^6*z^2 + -3*v^4*z^2 + 3*v^2*z^2 + -1*v^8 + v^6 + v^2
10_161 | v^6*z^6 + 6*v^6*z^4 + -1*v^10*z^2 + -1*v^8*z^2 + 9*v^6*z^2 + -1*v^10 + -1*v^8 + 3*v^6
10_162 | -2*v^-2*z^4 + -1*v^-4*z^4 + 2*z^2 + -5*v^-2*z^2 + -1*v^-4*z^2 + v^-6*z^2 + 3 + -3*v^-2 + v^-6
10_163 | v^2*z^6 + -1*v^4*z^4 + 3*v^2*z^4 + -1*z^4 + 2*v^2*z^2 + -1*z^2 + -1*v^6 + 2*v^4 + -1*v^2 + 1
10_164 | 2*z^4 + v^-2*z^4 + -2*v^2*z^2 + 4*z^2 + -1*v^-4*z^2 + -1*v^2 + 3 + -1*v^-2
10_165 | -1*v^-4*z^4 + -1*v^-6*z^4 + 2*v^-2*z^2 + -1*v^-6*z^2 + v^-8*z^2 + v^-2 + v^-4 + -1*v^-6
11a_1, 11a_149 | v^4*z^6 + v^2*z^6 + -1*v^6*z^4 + 2*v^4*z^4 + v^2*z^4 + -2*z^4 + -1*v^6*z^2 + 3*v^4*z^2 + -3*z^2 + v^-2*z^2 + -1*v^6 + 2*v^4 + -1 + v^-2
11a_2, 11a_116 | -2*v^6*z^6 + -1*v^4*z^6 + 3*v^8*z^4 + -6*v^6*z^4 + -1*v^4*z^4 + v^2*z^4 + -1*v^10*z^2 + 6*v^8*z^2 + -7*v^6*z^2 + 2*v^4*z^2 + 2*v^2*z^2 + -1*v^10 + 3*v^8 + -4*v^6 + 2*v^4 + v^2
11a_3 | -1*v^-2*z^8 + z^6 + -6*v^-2*z^6 + 2*v^-4*z^6 + 4*z^4 + -15*v^-2*z^4 + 9*v^-4*z^4 + -1*v^-6*z^4 + 6*z^2 + -17*v^-2*z^2 + 15*v^-4*z^2 + -3*v^-6*z^2 + 3 + -7*v^-2 + 8*v^-4 + -3*v^-6
11a_4 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -3*z^4 + -2*v^-2*z^4 + 2*v^-4*z^4 + 2*v^2*z^2 + -4*z^2 + -1*v^-2*z^2 + 4*v^-4*z^2 + -1*v^-6*z^2 + v^2 + -1 + 2*v^-4 + -1*v^-6
11a_5 | -1*z^6 + 2*v^2*z^4 + -2*z^4 + 3*v^-2*z^4 + -1*v^4*z^2 + 2*v^2*z^2 + -5*z^2 + 4*v^-2*z^2 + -3*v^-4*z^2 + 2*v^2 + -3 + 3*v^-2 + -2*v^-4 + v^-6
11a_6, 13n_2764 | v^4*z^6 + v^2*z^6 + -1*v^6*z^4 + v^4*z^4 + v^2*z^4 + -2*z^4 + -1*v^4*z^2 + v^2*z^2 + -3*z^2 + v^-2*z^2 + v^6 + -2*v^4 + 2*v^2 + -1 + v^-2
11a_7 | -1*v^-2*z^8 + z^6 + -6*v^-2*z^6 + 2*v^-4*z^6 + 4*z^4 + -14*v^-2*z^4 + 9*v^-4*z^4 + -1*v^-6*z^4 + 5*z^2 + -15*v^-2*z^2 + 13*v^-4*z^2 + -3*v^-6*z^2 + 3 + -6*v^-2 + 6*v^-4 + -2*v^-6
11a_8, 13n_878 | -1*z^6 + -1*v^-2*z^6 + v^2*z^4 + -2*z^4 + -2*v^-2*z^4 + 2*v^-4*z^4 + v^2*z^2 + -2*z^2 + -3*v^-2*z^2 + 4*v^-4*z^2 + -1*v^-6*z^2 + v^2 + -2*v^-2 + 3*v^-4 + -1*v^-6
